file,PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
"data/Foreign Connected PACs, 2015-2016.csv",Case New Holland,Netherlands/CNH Industrial,"$102,000","$7,500","$94,500"
"data/Foreign Connected PACs, 2015-2016.csv",CEMEX Inc,Mexico/CEMEX SAB de CV,"$326,500","$62,500","$264,000"
"data/Foreign Connected PACs, 2015-2016.csv",CGI Technologies & Solutions,Canada/CGI Group,"$69,000","$23,000","$46,000"
"data/Foreign Connected PACs, 2015-2016.csv",Chicago Bridge & Iron,Netherlands/Chicago Bridge & Iron NV,"$153,500","$38,000","$115,500"
"data/Foreign Connected PACs, 2015-2016.csv",Chubb Group of Insurance Companies (Chubb INA),Switzerland/Chubb Ltd,"$183,000","$71,500","$111,500"
"data/Foreign Connected PACs, 2015-2016.csv",Chubb INA (Chubb INA),Switzerland/Chubb Ltd,"$164,600","$53,000","$111,600"
"data/Foreign Connected PACs, 2015-2016.csv",Cobham Management Services,UK/Cobham PLC,"$197,750","$60,750","$137,000"
"data/Foreign Connected PACs, 2015-2016.csv",Columbia Pipeline Group (TransCanada Corp),Canada/TransCanada Corp,"$186,000","$37,000","$149,000"
"data/Foreign Connected PACs, 2015-2016.csv",Commonwealth-Altadis (Imperial Brands),UK/Imperial Tobacco Group,"$33,000","$2,500","$30,500"
"data/Foreign Connected PACs, 2015-2016.csv",Continental Automotive Systems (Continental AG),Germany/Continental AG,"$109,000","$41,500","$67,500"
"data/Foreign Connected PACs, 2015-2016.csv",Covestro LLC (Bayer AG),Germany/Bayer AG,"$2,000",$0,"$2,000"
"data/Foreign Connected PACs, 2015-2016.csv",Covidien US (Medtronic Inc),Ireland/Medtronic Plc,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2015-2016.csv",Credit Suisse Securities,Switzerland/Credit Suisse Group,"$382,950","$165,200","$217,750"
"data/Foreign Connected PACs, 2015-2016.csv",CSL Behring,Australia/CSL Ltd,"$73,450","$18,250","$55,200"
"data/Foreign Connected PACs, 2015-2016.csv",Cytec Engineered Materials (Solvay SA),Belgium/Solvay SA,"$4,700",$0,"$4,700"
"data/Foreign Connected PACs, 2015-2016.csv",Daiichi Sankyo Inc,Japan/Daiichi Sanyko,"$121,000","$33,500","$87,500"
"data/Foreign Connected PACs, 2015-2016.csv",Daimler Trucks North America (Daimler AG),Germany/Daimler AG,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",Delhaize America,Belgium/Ahold Delhaize,"$14,500","$5,000","$9,500"
"data/Foreign Connected PACs, 2015-2016.csv",Delphi Automotive,UK/Delphi Automotive,"$10,500","$2,000","$8,500"
"data/Foreign Connected PACs, 2015-2016.csv",Deutsche Bank Securities,Germany/Deutsche Bank AG,"$46,700","$5,200","$41,500"
"data/Foreign Connected PACs, 2015-2016.csv",DHL (Deutsche Post AG),Germany/Deutsche Post AG,"$3,000",$0,"$3,000"
"data/Foreign Connected PACs, 2015-2016.csv",Diageo North America (Diageo PLC),UK/Diageo PLC,"$97,527","$40,174","$57,353"
"data/Foreign Connected PACs, 2015-2016.csv",Direct Energy Inc,UK/Centrica Plc,"$3,000","$1,000","$2,000"
"data/Foreign Connected PACs, 2015-2016.csv",Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$69,950","$10,500","$59,450"
"data/Foreign Connected PACs, 2015-2016.csv",EDF Renewable Energy,France/EDF Group,"$26,750","$15,750","$11,000"
"data/Foreign Connected PACs, 2015-2016.csv",EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$10,500","$5,000","$4,500"
"data/Foreign Connected PACs, 2015-2016.csv",Eisai Inc,Japan/Eisai Co Ltd,"$56,000","$29,500","$26,500"
"data/Foreign Connected PACs, 2015-2016.csv",Elbit Systems of America,Israel/Elbit Systems Ltd,"$59,250","$7,000","$52,250"
"data/Foreign Connected PACs, 2015-2016.csv",Elekta Inc (Elekta AB),Sweden/Elekta AB,"$49,500","$11,500","$38,000"
"data/Foreign Connected PACs, 2015-2016.csv",Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$32,700","$4,000","$28,700"
"data/Foreign Connected PACs, 2015-2016.csv",EMD Serono Inc,Germany/Merck KGaA,"$94,000","$49,000","$45,000"
"data/Foreign Connected PACs, 2015-2016.csv",Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,"$20,200","$4,000","$16,200"
"data/Foreign Connected PACs, 2015-2016.csv",EnCana Oil & Gas USA,Canada/EnCana Corp,"$4,000","$1,500","$2,500"
"data/Foreign Connected PACs, 2015-2016.csv",Endo Pharmaceuticals,Ireland/Endo International,"$106,500","$24,000","$82,500"
"data/Foreign Connected PACs, 2015-2016.csv",ENGIE North America,France/ENGIE,"$89,000","$27,500","$59,000"
"data/Foreign Connected PACs, 2015-2016.csv",Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,"$12,500","$3,000","$9,500"
"data/Foreign Connected PACs, 2015-2016.csv",Essent US Holdings,UK/Essent Group,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",Essroc Corp,Italy/Italcementi Group,$500,$500,$0
"data/Foreign Connected PACs, 2015-2016.csv",Experian,UK/Experian,"$573,500","$187,000","$386,500"
"data/Foreign Connected PACs, 2015-2016.csv",Farmers Group (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$400,222","$106,122","$294,100"
"data/Foreign Connected PACs, 2015-2016.csv",Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$24,500","$5,500","$19,000"
"data/Foreign Connected PACs, 2015-2016.csv",First Hawaiian Bank (BNP Paribas),France/BNP Paribas,"$13,600","$13,600",$0
"data/Foreign Connected PACs, 2015-2016.csv",Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$178,500","$83,000","$95,500"
"data/Foreign Connected PACs, 2015-2016.csv",G4S Secure Solutions,UK/G4S plc,"$17,700","$7,700","$10,000"
"data/Foreign Connected PACs, 2015-2016.csv",Gavilon (Marubeni Corp),Japan/Marubeni Corp,"$28,000","$3,500","$24,500"
"data/Foreign Connected PACs, 2015-2016.csv",GE Appliances,China/Haier Group,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$383,500","$171,000","$212,500"
"data/Foreign Connected PACs, 2015-2016.csv",General Cigar Co,Sweden/Scandinavian Tobacco Group,"$16,000","$1,000","$15,000"
"data/Foreign Connected PACs, 2015-2016.csv",Gerdau Ameristeel Corp,Brazil/Gerdau Inc,"$31,500","$16,500","$15,000"
"data/Foreign Connected PACs, 2015-2016.csv",GKN Corp,UK/GKN PLC,"$9,500","$5,500","$4,000"
"data/Foreign Connected PACs, 2015-2016.csv",Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$850,$0,$850
"data/Foreign Connected PACs, 2015-2016.csv",GlaxoSmithKline,UK/GlaxoSmithKline,"$431,000","$181,000","$250,000"
"data/Foreign Connected PACs, 2015-2016.csv",Glover Park Group (WPP plc),UK/WPP plc,"$128,750","$82,000","$46,750"
"data/Foreign Connected PACs, 2015-2016.csv",Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$44,000","$13,250","$30,750"
"data/Foreign Connected PACs, 2015-2016.csv",Great-West Life & Annuity Insurance (Power Financial Corp),Canada/Power Financial Corp,"$8,000","$6,000","$2,000"
"data/Foreign Connected PACs, 2015-2016.csv",Greyhound Lines,UK/FirstGroup PLC,"$14,000","$2,500","$11,500"
"data/Foreign Connected PACs, 2015-2016.csv",Heineken USA,Netherlands/L'Arche Green NV,"$50,000","$27,500","$22,500"
"data/Foreign Connected PACs, 2015-2016.csv",Herbalife International of America,UK/Herbalife International,"$60,100","$30,500","$29,600"
"data/Foreign Connected PACs, 2015-2016.csv",Hoffmann-La Roche (Roche Holdings),Switzerland/Roche Holdings,"$12,500","$4,000","$8,500"
"data/Foreign Connected PACs, 2015-2016.csv",Holcim US (LafargeHolcim),Switzerland/LaFargeHolcim,"$74,750","$19,500","$55,250"
"data/Foreign Connected PACs, 2015-2016.csv",Horizon Pharma USA,Ireland/Horizon Pharma PLC,"$17,200","$6,400","$10,800"
"data/Foreign Connected PACs, 2015-2016.csv",HSBC North America,UK/HSBC Holdings,"$254,500","$98,000","$156,500"
"data/Foreign Connected PACs, 2015-2016.csv",ICAP North America,UK/TP ICAP plc plc,"$22,500","$5,000","$17,500"
"data/Foreign Connected PACs, 2015-2016.csv",Infineon Technologies,Germany/Infineon Technologies AG,"$1,500",$500,"$1,000"
"data/Foreign Connected PACs, 2015-2016.csv",Ingersoll-Rand,Ireland/Ingersoll Rand Co,"$34,500","$6,000","$28,500"
"data/Foreign Connected PACs, 2015-2016.csv",Intelsat US,Luxembourg/Intelsat Holdings,"$73,000","$25,500","$47,500"
"data/Foreign Connected PACs, 2015-2016.csv",Intergraph Corp,Sweden/Hexagon AB,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy/B&D Holding Di Marco Drago e C Sapa,"$15,000","$8,000","$7,000"
"data/Foreign Connected PACs, 2015-2016.csv",International Game Technology (B&D Holding Di Marco Drago e C Sapa),Italy/B&D Holding Di Marco Drago e C Sapa,"$78,450","$30,500","$47,950"
"data/Foreign Connected PACs, 2015-2016.csv",ITG Brands (Imperial Brands),UK/Imperial Brands,"$107,500","$16,000","$91,500"
"data/Foreign Connected PACs, 2015-2016.csv",Jackson National Life Insurance,UK/Prudential PLC,"$196,500","$42,500","$154,000"
"data/Foreign Connected PACs, 2015-2016.csv",JBS USA,Brazil/JBS SA,"$68,500","$7,000","$61,500"
"data/Foreign Connected PACs, 2015-2016.csv",Jeld-Wen Inc (Onex Corp),Canada/Onex Corp,"$2,600",$0,"$2,600"
"data/Foreign Connected PACs, 2015-2016.csv",John Hancock Life Insurance,Canada/Manulife Financial,"$97,000","$52,000","$45,000"
"data/Foreign Connected PACs, 2015-2016.csv",Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$343,500","$100,750","$242,750"
"data/Foreign Connected PACs, 2015-2016.csv",Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$21,500","$10,500","$11,000"
"data/Foreign Connected PACs, 2015-2016.csv",Kawasaki Heavy Industries,Japan/Kawasaki Heavy Industries,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",Keystone Foods,Brazil/Marfrig Global Foods,$0,$0,$0
"data/Foreign Connected PACs, 2015-2016.csv",LafargeHolcim (LafargeHolcim),France/Lafarge SA,"$11,000","$2,500","$8,500"
"data/Foreign Connected PACs, 2015-2016.csv",Lehigh Hanson,Germany/HeidelbergCement AG,"$125,500","$12,000","$113,500"
"data/Foreign Connected PACs, 2015-2016.csv",Leonardo DRS,Italy/Leonardo-Finmeccanica,"$233,000","$70,500","$162,500"
"data/Foreign Connected PACs, 2015-2016.csv",Linde North America,Germany/Linde AG,"$54,000","$19,500","$34,500"
"data/Foreign Connected PACs, 2015-2016.csv",Livanova Inc,UK/Livanova plc,"$11,000","$2,000","$9,000"
"data/Foreign Connected PACs, 2015-2016.csv",Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$37,400","$6,000","$31,400"
"data/Foreign Connected PACs, 2015-2016.csv",Lundbeck Inc,Denmark/H Lundbeck A/S,"$51,000","$17,500","$33,500"
